Station,subway_line,month,passengers,year,year_month
Saens Peña,Estações da Linha 1,Jan,624690,1998,1998-01-01
Saens Peña,Estações da Linha 1,Fev,594720,1998,1998-02-01
Saens Peña,Estações da Linha 1,Mar,773070,1998,1998-03-01
Saens Peña,Estações da Linha 1,Abr,709140,1998,1998-04-01
Saens Peña,Estações da Linha 1,Mai,730300,1998,1998-05-01
Saens Peña,Estações da Linha 1,Jun,715010,1998,1998-06-01
Saens Peña,Estações da Linha 1,Jul,821060,1998,1998-07-01
Saens Peña,Estações da Linha 1,Ago,791990,1998,1998-08-01
Saens Peña,Estações da Linha 1,Set,825250,1998,1998-09-01
Saens Peña,Estações da Linha 1,Out,843670,1998,1998-10-01
Saens Peña,Estações da Linha 1,Nov,804730,1998,1998-11-01
Saens Peña,Estações da Linha 1,Dez,871520,1998,1998-12-01
São Francisco Xavier,Estações da Linha 1,Jan,148770,1998,1998-01-01
São Francisco Xavier,Estações da Linha 1,Fev,147250,1998,1998-02-01
São Francisco Xavier,Estações da Linha 1,Mar,190660,1998,1998-03-01
São Francisco Xavier,Estações da Linha 1,Abr,171850,1998,1998-04-01
São Francisco Xavier,Estações da Linha 1,Mai,180670,1998,1998-05-01
São Francisco Xavier,Estações da Linha 1,Jun,178200,1998,1998-06-01
São Francisco Xavier,Estações da Linha 1,Jul,198210,1998,1998-07-01
São Francisco Xavier,Estações da Linha 1,Ago,190860,1998,1998-08-01
São Francisco Xavier,Estações da Linha 1,Set,199630,1998,1998-09-01
São Francisco Xavier,Estações da Linha 1,Out,203940,1998,1998-10-01
São Francisco Xavier,Estações da Linha 1,Nov,192710,1998,1998-11-01
São Francisco Xavier,Estações da Linha 1,Dez,207920,1998,1998-12-01
Afonso Pena,Estações da Linha 1,Jan,179230,1998,1998-01-01
Afonso Pena,Estações da Linha 1,Fev,174520,1998,1998-02-01
Afonso Pena,Estações da Linha 1,Mar,227490,1998,1998-03-01
Afonso Pena,Estações da Linha 1,Abr,205820,1998,1998-04-01
Afonso Pena,Estações da Linha 1,Mai,214900,1998,1998-05-01
Afonso Pena,Estações da Linha 1,Jun,210480,1998,1998-06-01
Afonso Pena,Estações da Linha 1,Jul,232250,1998,1998-07-01
Afonso Pena,Estações da Linha 1,Ago,232110,1998,1998-08-01
Afonso Pena,Estações da Linha 1,Set,237570,1998,1998-09-01
Afonso Pena,Estações da Linha 1,Out,238030,1998,1998-10-01
Afonso Pena,Estações da Linha 1,Nov,227770,1998,1998-11-01
Afonso Pena,Estações da Linha 1,Dez,241060,1998,1998-12-01
Estácio,Estações da Linha 1,Jan,172010,1998,1998-01-01
Estácio,Estações da Linha 1,Fev,156510,1998,1998-02-01
Estácio,Estações da Linha 1,Mar,198180,1998,1998-03-01
Estácio,Estações da Linha 1,Abr,170300,1998,1998-04-01
Estácio,Estações da Linha 1,Mai,178990,1998,1998-05-01
Estácio,Estações da Linha 1,Jun,179870,1998,1998-06-01
Estácio,Estações da Linha 1,Jul,208810,1998,1998-07-01
Estácio,Estações da Linha 1,Ago,197040,1998,1998-08-01
Estácio,Estações da Linha 1,Set,214680,1998,1998-09-01
Estácio,Estações da Linha 1,Out,212100,1998,1998-10-01
Estácio,Estações da Linha 1,Nov,207970,1998,1998-11-01
Estácio,Estações da Linha 1,Dez,223930,1998,1998-12-01
Praça Onze,Estações da Linha 1,Jan,122720,1998,1998-01-01
Praça Onze,Estações da Linha 1,Fev,138210,1998,1998-02-01
Praça Onze,Estações da Linha 1,Mar,148320,1998,1998-03-01
Praça Onze,Estações da Linha 1,Abr,133580,1998,1998-04-01
Praça Onze,Estações da Linha 1,Mai,136290,1998,1998-05-01
Praça Onze,Estações da Linha 1,Jun,133330,1998,1998-06-01
Praça Onze,Estações da Linha 1,Jul,148150,1998,1998-07-01
Praça Onze,Estações da Linha 1,Ago,143420,1998,1998-08-01
Praça Onze,Estações da Linha 1,Set,142570,1998,1998-09-01
Praça Onze,Estações da Linha 1,Out,140580,1998,1998-10-01
Praça Onze,Estações da Linha 1,Nov,135360,1998,1998-11-01
Praça Onze,Estações da Linha 1,Dez,145040,1998,1998-12-01
Central,Estações da Linha 1,Jan,344660,1998,1998-01-01
Central,Estações da Linha 1,Fev,344480,1998,1998-02-01
Central,Estações da Linha 1,Mar,398850,1998,1998-03-01
Central,Estações da Linha 1,Abr,359200,1998,1998-04-01
Central,Estações da Linha 1,Mai,371180,1998,1998-05-01
Central,Estações da Linha 1,Jun,356500,1998,1998-06-01
Central,Estações da Linha 1,Jul,405580,1998,1998-07-01
Central,Estações da Linha 1,Ago,390120,1998,1998-08-01
Central,Estações da Linha 1,Set,390780,1998,1998-09-01
Central,Estações da Linha 1,Out,397480,1998,1998-10-01
Central,Estações da Linha 1,Nov,378570,1998,1998-11-01
Central,Estações da Linha 1,Dez,416490,1998,1998-12-01
Presidente Vargas,Estações da Linha 1,Jan,132940,1998,1998-01-01
Presidente Vargas,Estações da Linha 1,Fev,121800,1998,1998-02-01
Presidente Vargas,Estações da Linha 1,Mar,165580,1998,1998-03-01
Presidente Vargas,Estações da Linha 1,Abr,151750,1998,1998-04-01
Presidente Vargas,Estações da Linha 1,Mai,157770,1998,1998-05-01
Presidente Vargas,Estações da Linha 1,Jun,157660,1998,1998-06-01
Presidente Vargas,Estações da Linha 1,Jul,172740,1998,1998-07-01
Presidente Vargas,Estações da Linha 1,Ago,170530,1998,1998-08-01
Presidente Vargas,Estações da Linha 1,Set,174480,1998,1998-09-01
Presidente Vargas,Estações da Linha 1,Out,171780,1998,1998-10-01
Presidente Vargas,Estações da Linha 1,Nov,169930,1998,1998-11-01
Presidente Vargas,Estações da Linha 1,Dez,184040,1998,1998-12-01
Uruguaiana,Estações da Linha 1,Jan,551740,1998,1998-01-01
Uruguaiana,Estações da Linha 1,Fev,505190,1998,1998-02-01
Uruguaiana,Estações da Linha 1,Mar,633930,1998,1998-03-01
Uruguaiana,Estações da Linha 1,Abr,581690,1998,1998-04-01
Uruguaiana,Estações da Linha 1,Mai,611450,1998,1998-05-01
Uruguaiana,Estações da Linha 1,Jun,614510,1998,1998-06-01
Uruguaiana,Estações da Linha 1,Jul,697360,1998,1998-07-01
Uruguaiana,Estações da Linha 1,Ago,657690,1998,1998-08-01
Uruguaiana,Estações da Linha 1,Set,679730,1998,1998-09-01
Uruguaiana,Estações da Linha 1,Out,680130,1998,1998-10-01
Uruguaiana,Estações da Linha 1,Nov,670860,1998,1998-11-01
Uruguaiana,Estações da Linha 1,Dez,764760,1998,1998-12-01
Carioca,Estações da Linha 1,Jan,709490,1998,1998-01-01
Carioca,Estações da Linha 1,Fev,624350,1998,1998-02-01
Carioca,Estações da Linha 1,Mar,827150,1998,1998-03-01
Carioca,Estações da Linha 1,Abr,760590,1998,1998-04-01
Carioca,Estações da Linha 1,Mai,778500,1998,1998-05-01
Carioca,Estações da Linha 1,Jun,771750,1998,1998-06-01
Carioca,Estações da Linha 1,Jul,899410,1998,1998-07-01
Carioca,Estações da Linha 1,Ago,842310,1998,1998-08-01
Carioca,Estações da Linha 1,Set,862440,1998,1998-09-01
Carioca,Estações da Linha 1,Out,843370,1998,1998-10-01
Carioca,Estações da Linha 1,Nov,822120,1998,1998-11-01
Carioca,Estações da Linha 1,Dez,847880,1998,1998-12-01
Cinelândia,Estações da Linha 1,Jan,459740,1998,1998-01-01
Cinelândia,Estações da Linha 1,Fev,431230,1998,1998-02-01
Cinelândia,Estações da Linha 1,Mar,560770,1998,1998-03-01
Cinelândia,Estações da Linha 1,Abr,525130,1998,1998-04-01
Cinelândia,Estações da Linha 1,Mai,528390,1998,1998-05-01
Cinelândia,Estações da Linha 1,Jun,501640,1998,1998-06-01
Cinelândia,Estações da Linha 1,Jul,607630,1998,1998-07-01
Cinelândia,Estações da Linha 1,Ago,571760,1998,1998-08-01
Cinelândia,Estações da Linha 1,Set,596090,1998,1998-09-01
Cinelândia,Estações da Linha 1,Out,577920,1998,1998-10-01
Cinelândia,Estações da Linha 1,Nov,549860,1998,1998-11-01
Cinelândia,Estações da Linha 1,Dez,538560,1998,1998-12-01
Glória,Estações da Linha 1,Jan,178270,1998,1998-01-01
Glória,Estações da Linha 1,Fev,162850,1998,1998-02-01
Glória,Estações da Linha 1,Mar,203650,1998,1998-03-01
Glória,Estações da Linha 1,Abr,188260,1998,1998-04-01
Glória,Estações da Linha 1,Mai,193520,1998,1998-05-01
Glória,Estações da Linha 1,Jun,188730,1998,1998-06-01
Glória,Estações da Linha 1,Jul,212320,1998,1998-07-01
Glória,Estações da Linha 1,Ago,208530,1998,1998-08-01
Glória,Estações da Linha 1,Set,209690,1998,1998-09-01
Glória,Estações da Linha 1,Out,214020,1998,1998-10-01
Glória,Estações da Linha 1,Nov,198550,1998,1998-11-01
Glória,Estações da Linha 1,Dez,213880,1998,1998-12-01
Catete,Estações da Linha 1,Jan,163490,1998,1998-01-01
Catete,Estações da Linha 1,Fev,155000,1998,1998-02-01
Catete,Estações da Linha 1,Mar,205990,1998,1998-03-01
Catete,Estações da Linha 1,Abr,191750,1998,1998-04-01
Catete,Estações da Linha 1,Mai,194890,1998,1998-05-01
Catete,Estações da Linha 1,Jun,190850,1998,1998-06-01
Catete,Estações da Linha 1,Jul,215990,1998,1998-07-01
Catete,Estações da Linha 1,Ago,213400,1998,1998-08-01
Catete,Estações da Linha 1,Set,220970,1998,1998-09-01
Catete,Estações da Linha 1,Out,223110,1998,1998-10-01
Catete,Estações da Linha 1,Nov,209120,1998,1998-11-01
Catete,Estações da Linha 1,Dez,218260,1998,1998-12-01
Largo do Machado,Estações da Linha 1,Jan,331970,1998,1998-01-01
Largo do Machado,Estações da Linha 1,Fev,310690,1998,1998-02-01
Largo do Machado,Estações da Linha 1,Mar,386650,1998,1998-03-01
Largo do Machado,Estações da Linha 1,Abr,370570,1998,1998-04-01
Largo do Machado,Estações da Linha 1,Mai,362370,1998,1998-05-01
Largo do Machado,Estações da Linha 1,Jun,361010,1998,1998-06-01
Largo do Machado,Estações da Linha 1,Jul,424370,1998,1998-07-01
Largo do Machado,Estações da Linha 1,Ago,403370,1998,1998-08-01
Largo do Machado,Estações da Linha 1,Set,413330,1998,1998-09-01
Largo do Machado,Estações da Linha 1,Out,427570,1998,1998-10-01
Largo do Machado,Estações da Linha 1,Nov,398950,1998,1998-11-01
Largo do Machado,Estações da Linha 1,Dez,430930,1998,1998-12-01
Flamengo,Estações da Linha 1,Jan,236360,1998,1998-01-01
Flamengo,Estações da Linha 1,Fev,223360,1998,1998-02-01
Flamengo,Estações da Linha 1,Mar,298890,1998,1998-03-01
Flamengo,Estações da Linha 1,Abr,277410,1998,1998-04-01
Flamengo,Estações da Linha 1,Mai,280250,1998,1998-05-01
Flamengo,Estações da Linha 1,Jun,277200,1998,1998-06-01
Flamengo,Estações da Linha 1,Jul,309220,1998,1998-07-01
Flamengo,Estações da Linha 1,Ago,300930,1998,1998-08-01
Flamengo,Estações da Linha 1,Set,307210,1998,1998-09-01
Flamengo,Estações da Linha 1,Out,311030,1998,1998-10-01
Flamengo,Estações da Linha 1,Nov,297750,1998,1998-11-01
Flamengo,Estações da Linha 1,Dez,303710,1998,1998-12-01
Botafogo,Estações da Linha 1,Jan,619010,1998,1998-01-01
Botafogo,Estações da Linha 1,Fev,586530,1998,1998-02-01
Botafogo,Estações da Linha 1,Mar,756710,1998,1998-03-01
Botafogo,Estações da Linha 1,Abr,702540,1998,1998-04-01
Botafogo,Estações da Linha 1,Mai,704440,1998,1998-05-01
Botafogo,Estações da Linha 1,Jun,695850,1998,1998-06-01
Botafogo,Estações da Linha 1,Jul,757590,1998,1998-07-01
Botafogo,Estações da Linha 1,Ago,722110,1998,1998-08-01
Botafogo,Estações da Linha 1,Set,745760,1998,1998-09-01
Botafogo,Estações da Linha 1,Out,745900,1998,1998-10-01
Botafogo,Estações da Linha 1,Nov,717310,1998,1998-11-01
Botafogo,Estações da Linha 1,Dez,730720,1998,1998-12-01
Cardeal Arcoverde,Estações da Linha 1,Jan,,1998,1998-01-01
Cardeal Arcoverde,Estações da Linha 1,Fev,,1998,1998-02-01
Cardeal Arcoverde,Estações da Linha 1,Mar,,1998,1998-03-01
Cardeal Arcoverde,Estações da Linha 1,Abr,,1998,1998-04-01
Cardeal Arcoverde,Estações da Linha 1,Mai,,1998,1998-05-01
Cardeal Arcoverde,Estações da Linha 1,Jun,,1998,1998-06-01
Cardeal Arcoverde,Estações da Linha 1,Jul,415820,1998,1998-07-01
Cardeal Arcoverde,Estações da Linha 1,Ago,392090,1998,1998-08-01
Cardeal Arcoverde,Estações da Linha 1,Set,434570,1998,1998-09-01
Cardeal Arcoverde,Estações da Linha 1,Out,452450,1998,1998-10-01
Cardeal Arcoverde,Estações da Linha 1,Nov,420780,1998,1998-11-01
Cardeal Arcoverde,Estações da Linha 1,Dez,503810,1998,1998-12-01
São Cristóvão,Estações da Linha 2,Jan,71160,1998,1998-01-01
São Cristóvão,Estações da Linha 2,Fev,65410,1998,1998-02-01
São Cristóvão,Estações da Linha 2,Mar,100340,1998,1998-03-01
São Cristóvão,Estações da Linha 2,Abr,86990,1998,1998-04-01
São Cristóvão,Estações da Linha 2,Mai,89990,1998,1998-05-01
São Cristóvão,Estações da Linha 2,Jun,84630,1998,1998-06-01
São Cristóvão,Estações da Linha 2,Jul,91220,1998,1998-07-01
São Cristóvão,Estações da Linha 2,Ago,92710,1998,1998-08-01
São Cristóvão,Estações da Linha 2,Set,130110,1998,1998-09-01
São Cristóvão,Estações da Linha 2,Out,137640,1998,1998-10-01
São Cristóvão,Estações da Linha 2,Nov,132260,1998,1998-11-01
São Cristóvão,Estações da Linha 2,Dez,138790,1998,1998-12-01
Maracanã,Estações da Linha 2,Jan,32620,1998,1998-01-01
Maracanã,Estações da Linha 2,Fev,29120,1998,1998-02-01
Maracanã,Estações da Linha 2,Mar,66810,1998,1998-03-01
Maracanã,Estações da Linha 2,Abr,64410,1998,1998-04-01
Maracanã,Estações da Linha 2,Mai,34090,1998,1998-05-01
Maracanã,Estações da Linha 2,Jun,30970,1998,1998-06-01
Maracanã,Estações da Linha 2,Jul,54850,1998,1998-07-01
Maracanã,Estações da Linha 2,Ago,53520,1998,1998-08-01
Maracanã,Estações da Linha 2,Set,85620,1998,1998-09-01
Maracanã,Estações da Linha 2,Out,98750,1998,1998-10-01
Maracanã,Estações da Linha 2,Nov,82510,1998,1998-11-01
Maracanã,Estações da Linha 2,Dez,73640,1998,1998-12-01
Triagem,Estações da Linha 2,Jan,40680,1998,1998-01-01
Triagem,Estações da Linha 2,Fev,36830,1998,1998-02-01
Triagem,Estações da Linha 2,Mar,48020,1998,1998-03-01
Triagem,Estações da Linha 2,Abr,44200,1998,1998-04-01
Triagem,Estações da Linha 2,Mai,47700,1998,1998-05-01
Triagem,Estações da Linha 2,Jun,46310,1998,1998-06-01
Triagem,Estações da Linha 2,Jul,52940,1998,1998-07-01
Triagem,Estações da Linha 2,Ago,50910,1998,1998-08-01
Triagem,Estações da Linha 2,Set,70180,1998,1998-09-01
Triagem,Estações da Linha 2,Out,75570,1998,1998-10-01
Triagem,Estações da Linha 2,Nov,72590,1998,1998-11-01
Triagem,Estações da Linha 2,Dez,75090,1998,1998-12-01
Maria da Graça,Estações da Linha 2,Jan,129460,1998,1998-01-01
Maria da Graça,Estações da Linha 2,Fev,124880,1998,1998-02-01
Maria da Graça,Estações da Linha 2,Mar,161820,1998,1998-03-01
Maria da Graça,Estações da Linha 2,Abr,141540,1998,1998-04-01
Maria da Graça,Estações da Linha 2,Mai,137490,1998,1998-05-01
Maria da Graça,Estações da Linha 2,Jun,135640,1998,1998-06-01
Maria da Graça,Estações da Linha 2,Jul,161330,1998,1998-07-01
Maria da Graça,Estações da Linha 2,Ago,153960,1998,1998-08-01
Maria da Graça,Estações da Linha 2,Set,161450,1998,1998-09-01
Maria da Graça,Estações da Linha 2,Out,167550,1998,1998-10-01
Maria da Graça,Estações da Linha 2,Nov,157110,1998,1998-11-01
Maria da Graça,Estações da Linha 2,Dez,166570,1998,1998-12-01
Del Castilho,Estações da Linha 2,Jan,81340,1998,1998-01-01
Del Castilho,Estações da Linha 2,Fev,70980,1998,1998-02-01
Del Castilho,Estações da Linha 2,Mar,93330,1998,1998-03-01
Del Castilho,Estações da Linha 2,Abr,85070,1998,1998-04-01
Del Castilho,Estações da Linha 2,Mai,94840,1998,1998-05-01
Del Castilho,Estações da Linha 2,Jun,90240,1998,1998-06-01
Del Castilho,Estações da Linha 2,Jul,116870,1998,1998-07-01
Del Castilho,Estações da Linha 2,Ago,106800,1998,1998-08-01
Del Castilho,Estações da Linha 2,Set,110420,1998,1998-09-01
Del Castilho,Estações da Linha 2,Out,119430,1998,1998-10-01
Del Castilho,Estações da Linha 2,Nov,116680,1998,1998-11-01
Del Castilho,Estações da Linha 2,Dez,166330,1998,1998-12-01
Inhaúma,Estações da Linha 2,Jan,83990,1998,1998-01-01
Inhaúma,Estações da Linha 2,Fev,77250,1998,1998-02-01
Inhaúma,Estações da Linha 2,Mar,100070,1998,1998-03-01
Inhaúma,Estações da Linha 2,Abr,92190,1998,1998-04-01
Inhaúma,Estações da Linha 2,Mai,96830,1998,1998-05-01
Inhaúma,Estações da Linha 2,Jun,94730,1998,1998-06-01
Inhaúma,Estações da Linha 2,Jul,103330,1998,1998-07-01
Inhaúma,Estações da Linha 2,Ago,97550,1998,1998-08-01
Inhaúma,Estações da Linha 2,Set,101150,1998,1998-09-01
Inhaúma,Estações da Linha 2,Out,104610,1998,1998-10-01
Inhaúma,Estações da Linha 2,Nov,101750,1998,1998-11-01
Inhaúma,Estações da Linha 2,Dez,107710,1998,1998-12-01
Engenho da Rainha,Estações da Linha 2,Jan,88650,1998,1998-01-01
Engenho da Rainha,Estações da Linha 2,Fev,83560,1998,1998-02-01
Engenho da Rainha,Estações da Linha 2,Mar,105170,1998,1998-03-01
Engenho da Rainha,Estações da Linha 2,Abr,96180,1998,1998-04-01
Engenho da Rainha,Estações da Linha 2,Mai,98620,1998,1998-05-01
Engenho da Rainha,Estações da Linha 2,Jun,97810,1998,1998-06-01
Engenho da Rainha,Estações da Linha 2,Jul,105740,1998,1998-07-01
Engenho da Rainha,Estações da Linha 2,Ago,101530,1998,1998-08-01
Engenho da Rainha,Estações da Linha 2,Set,104440,1998,1998-09-01
Engenho da Rainha,Estações da Linha 2,Out,105790,1998,1998-10-01
Engenho da Rainha,Estações da Linha 2,Nov,101230,1998,1998-11-01
Engenho da Rainha,Estações da Linha 2,Dez,111580,1998,1998-12-01
Tomás Coelho,Estações da Linha 2,Jan,34830,1998,1998-01-01
Tomás Coelho,Estações da Linha 2,Fev,31450,1998,1998-02-01
Tomás Coelho,Estações da Linha 2,Mar,41520,1998,1998-03-01
Tomás Coelho,Estações da Linha 2,Abr,37690,1998,1998-04-01
Tomás Coelho,Estações da Linha 2,Mai,37400,1998,1998-05-01
Tomás Coelho,Estações da Linha 2,Jun,36830,1998,1998-06-01
Tomás Coelho,Estações da Linha 2,Jul,39210,1998,1998-07-01
Tomás Coelho,Estações da Linha 2,Ago,38570,1998,1998-08-01
Tomás Coelho,Estações da Linha 2,Set,38890,1998,1998-09-01
Tomás Coelho,Estações da Linha 2,Out,40340,1998,1998-10-01
Tomás Coelho,Estações da Linha 2,Nov,37850,1998,1998-11-01
Tomás Coelho,Estações da Linha 2,Dez,42580,1998,1998-12-01
Vicente de Carvalho,Estações da Linha 2,Jan,264380,1998,1998-01-01
Vicente de Carvalho,Estações da Linha 2,Fev,240280,1998,1998-02-01
Vicente de Carvalho,Estações da Linha 2,Mar,320170,1998,1998-03-01
Vicente de Carvalho,Estações da Linha 2,Abr,293330,1998,1998-04-01
Vicente de Carvalho,Estações da Linha 2,Mai,296500,1998,1998-05-01
Vicente de Carvalho,Estações da Linha 2,Jun,288980,1998,1998-06-01
Vicente de Carvalho,Estações da Linha 2,Jul,343300,1998,1998-07-01
Vicente de Carvalho,Estações da Linha 2,Ago,329230,1998,1998-08-01
Vicente de Carvalho,Estações da Linha 2,Set,251050,1998,1998-09-01
Vicente de Carvalho,Estações da Linha 2,Out,203160,1998,1998-10-01
Vicente de Carvalho,Estações da Linha 2,Nov,187630,1998,1998-11-01
Vicente de Carvalho,Estações da Linha 2,Dez,209750,1998,1998-12-01
Irajá,Estações da Linha 2,Jan,,1998,1998-01-01
Irajá,Estações da Linha 2,Fev,,1998,1998-02-01
Irajá,Estações da Linha 2,Mar,,1998,1998-03-01
Irajá,Estações da Linha 2,Abr,,1998,1998-04-01
Irajá,Estações da Linha 2,Mai,,1998,1998-05-01
Irajá,Estações da Linha 2,Jun,,1998,1998-06-01
Irajá,Estações da Linha 2,Jul,,1998,1998-07-01
Irajá,Estações da Linha 2,Ago,,1998,1998-08-01
Irajá,Estações da Linha 2,Set,83640,1998,1998-09-01
Irajá,Estações da Linha 2,Out,110310,1998,1998-10-01
Irajá,Estações da Linha 2,Nov,106250,1998,1998-11-01
Irajá,Estações da Linha 2,Dez,122400,1998,1998-12-01
Colégio,Estações da Linha 2,Jan,,1998,1998-01-01
Colégio,Estações da Linha 2,Fev,,1998,1998-02-01
Colégio,Estações da Linha 2,Mar,,1998,1998-03-01
Colégio,Estações da Linha 2,Abr,,1998,1998-04-01
Colégio,Estações da Linha 2,Mai,,1998,1998-05-01
Colégio,Estações da Linha 2,Jun,,1998,1998-06-01
Colégio,Estações da Linha 2,Jul,,1998,1998-07-01
Colégio,Estações da Linha 2,Ago,,1998,1998-08-01
Colégio,Estações da Linha 2,Set,1600,1998,1998-09-01
Colégio,Estações da Linha 2,Out,55840,1998,1998-10-01
Colégio,Estações da Linha 2,Nov,59390,1998,1998-11-01
Colégio,Estações da Linha 2,Dez,70640,1998,1998-12-01
Coelho Neto,Estações da Linha 2,Jan,,1998,1998-01-01
Coelho Neto,Estações da Linha 2,Fev,,1998,1998-02-01
Coelho Neto,Estações da Linha 2,Mar,,1998,1998-03-01
Coelho Neto,Estações da Linha 2,Abr,,1998,1998-04-01
Coelho Neto,Estações da Linha 2,Mai,,1998,1998-05-01
Coelho Neto,Estações da Linha 2,Jun,,1998,1998-06-01
Coelho Neto,Estações da Linha 2,Jul,,1998,1998-07-01
Coelho Neto,Estações da Linha 2,Ago,,1998,1998-08-01
Coelho Neto,Estações da Linha 2,Set,1060,1998,1998-09-01
Coelho Neto,Estações da Linha 2,Out,41570,1998,1998-10-01
Coelho Neto,Estações da Linha 2,Nov,46930,1998,1998-11-01
Coelho Neto,Estações da Linha 2,Dez,58610,1998,1998-12-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jan,,1998,1998-01-01
Acari/Fazenda Botafogo,Estações da Linha 2,Fev,,1998,1998-02-01
Acari/Fazenda Botafogo,Estações da Linha 2,Mar,,1998,1998-03-01
Acari/Fazenda Botafogo,Estações da Linha 2,Abr,,1998,1998-04-01
Acari/Fazenda Botafogo,Estações da Linha 2,Mai,,1998,1998-05-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jun,,1998,1998-06-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jul,,1998,1998-07-01
Acari/Fazenda Botafogo,Estações da Linha 2,Ago,,1998,1998-08-01
Acari/Fazenda Botafogo,Estações da Linha 2,Set,8130,1998,1998-09-01
Acari/Fazenda Botafogo,Estações da Linha 2,Out,38880,1998,1998-10-01
Acari/Fazenda Botafogo,Estações da Linha 2,Nov,39730,1998,1998-11-01
Acari/Fazenda Botafogo,Estações da Linha 2,Dez,48400,1998,1998-12-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jan,,1998,1998-01-01
Engenheiro Rubens Paiva,Estações da Linha 2,Fev,,1998,1998-02-01
Engenheiro Rubens Paiva,Estações da Linha 2,Mar,,1998,1998-03-01
Engenheiro Rubens Paiva,Estações da Linha 2,Abr,,1998,1998-04-01
Engenheiro Rubens Paiva,Estações da Linha 2,Mai,,1998,1998-05-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jun,,1998,1998-06-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jul,,1998,1998-07-01
Engenheiro Rubens Paiva,Estações da Linha 2,Ago,,1998,1998-08-01
Engenheiro Rubens Paiva,Estações da Linha 2,Set,5360,1998,1998-09-01
Engenheiro Rubens Paiva,Estações da Linha 2,Out,34310,1998,1998-10-01
Engenheiro Rubens Paiva,Estações da Linha 2,Nov,37420,1998,1998-11-01
Engenheiro Rubens Paiva,Estações da Linha 2,Dez,44250,1998,1998-12-01
Pavuna,Estações da Linha 2,Jan,,1998,1998-01-01
Pavuna,Estações da Linha 2,Fev,,1998,1998-02-01
Pavuna,Estações da Linha 2,Mar,,1998,1998-03-01
Pavuna,Estações da Linha 2,Abr,,1998,1998-04-01
Pavuna,Estações da Linha 2,Mai,,1998,1998-05-01
Pavuna,Estações da Linha 2,Jun,,1998,1998-06-01
Pavuna,Estações da Linha 2,Jul,,1998,1998-07-01
Pavuna,Estações da Linha 2,Ago,,1998,1998-08-01
Pavuna,Estações da Linha 2,Set,384820,1998,1998-09-01
Pavuna,Estações da Linha 2,Out,432660,1998,1998-10-01
Pavuna,Estações da Linha 2,Nov,408800,1998,1998-11-01
Pavuna,Estações da Linha 2,Dez,476870,1998,1998-12-01
Saens Peña,Estações da Linha 1,Jan,726780,1999,1999-01-01
Saens Peña,Estações da Linha 1,Fev,699900,1999,1999-02-01
Saens Peña,Estações da Linha 1,Mar,923680,1999,1999-03-01
Saens Peña,Estações da Linha 1,Abr,810460,1999,1999-04-01
Saens Peña,Estações da Linha 1,Mai,857140,1999,1999-05-01
Saens Peña,Estações da Linha 1,Jun,853890,1999,1999-06-01
Saens Peña,Estações da Linha 1,Jul,888020,1999,1999-07-01
Saens Peña,Estações da Linha 1,Ago,911410,1999,1999-08-01
Saens Peña,Estações da Linha 1,Set,877570,1999,1999-09-01
Saens Peña,Estações da Linha 1,Out,838890,1999,1999-10-01
Saens Peña,Estações da Linha 1,Nov,850550,1999,1999-11-01
Saens Peña,Estações da Linha 1,Dez,943920,1999,1999-12-01
São Francisco Xavier,Estações da Linha 1,Jan,175040,1999,1999-01-01
São Francisco Xavier,Estações da Linha 1,Fev,175520,1999,1999-02-01
São Francisco Xavier,Estações da Linha 1,Mar,230060,1999,1999-03-01
São Francisco Xavier,Estações da Linha 1,Abr,202040,1999,1999-04-01
São Francisco Xavier,Estações da Linha 1,Mai,215830,1999,1999-05-01
São Francisco Xavier,Estações da Linha 1,Jun,213880,1999,1999-06-01
São Francisco Xavier,Estações da Linha 1,Jul,221700,1999,1999-07-01
São Francisco Xavier,Estações da Linha 1,Ago,229850,1999,1999-08-01
São Francisco Xavier,Estações da Linha 1,Set,222820,1999,1999-09-01
São Francisco Xavier,Estações da Linha 1,Out,211210,1999,1999-10-01
São Francisco Xavier,Estações da Linha 1,Nov,213090,1999,1999-11-01
São Francisco Xavier,Estações da Linha 1,Dez,225750,1999,1999-12-01
Afonso Pena,Estações da Linha 1,Jan,201250,1999,1999-01-01
Afonso Pena,Estações da Linha 1,Fev,199900,1999,1999-02-01
Afonso Pena,Estações da Linha 1,Mar,266470,1999,1999-03-01
Afonso Pena,Estações da Linha 1,Abr,230560,1999,1999-04-01
Afonso Pena,Estações da Linha 1,Mai,245090,1999,1999-05-01
Afonso Pena,Estações da Linha 1,Jun,240750,1999,1999-06-01
Afonso Pena,Estações da Linha 1,Jul,248410,1999,1999-07-01
Afonso Pena,Estações da Linha 1,Ago,264960,1999,1999-08-01
Afonso Pena,Estações da Linha 1,Set,252930,1999,1999-09-01
Afonso Pena,Estações da Linha 1,Out,241540,1999,1999-10-01
Afonso Pena,Estações da Linha 1,Nov,243540,1999,1999-11-01
Afonso Pena,Estações da Linha 1,Dez,258430,1999,1999-12-01
Estácio,Estações da Linha 1,Jan,198690,1999,1999-01-01
