Station,subway_line,month,passengers,year,year_month
Ipanema / General Osório,Estações da Linha 1,Out,929430,2012,2012-10-01
Ipanema / General Osório,Estações da Linha 1,Nov,819120,2012,2012-11-01
Ipanema / General Osório,Estações da Linha 1,Dez,978000,2012,2012-12-01
Cidade Nova,Estações da Linha 2,Jan,162850,2012,2012-01-01
Cidade Nova,Estações da Linha 2,Fev,166720,2012,2012-02-01
Cidade Nova,Estações da Linha 2,Mar,173990,2012,2012-03-01
Cidade Nova,Estações da Linha 2,Abr,153840,2012,2012-04-01
Cidade Nova,Estações da Linha 2,Mai,178560,2012,2012-05-01
Cidade Nova,Estações da Linha 2,Jun,154540,2012,2012-06-01
Cidade Nova,Estações da Linha 2,Jul,170210,2012,2012-07-01
Cidade Nova,Estações da Linha 2,Ago,194000,2012,2012-08-01
Cidade Nova,Estações da Linha 2,Set,164220,2012,2012-09-01
Cidade Nova,Estações da Linha 2,Out,190620,2012,2012-10-01
Cidade Nova,Estações da Linha 2,Nov,163980,2012,2012-11-01
Cidade Nova,Estações da Linha 2,Dez,159150,2012,2012-12-01
São Cristóvão,Estações da Linha 2,Jan,282200,2012,2012-01-01
São Cristóvão,Estações da Linha 2,Fev,292070,2012,2012-02-01
São Cristóvão,Estações da Linha 2,Mar,409310,2012,2012-03-01
São Cristóvão,Estações da Linha 2,Abr,341510,2012,2012-04-01
São Cristóvão,Estações da Linha 2,Mai,377730,2012,2012-05-01
São Cristóvão,Estações da Linha 2,Jun,340170,2012,2012-06-01
São Cristóvão,Estações da Linha 2,Jul,320220,2012,2012-07-01
São Cristóvão,Estações da Linha 2,Ago,385190,2012,2012-08-01
São Cristóvão,Estações da Linha 2,Set,366160,2012,2012-09-01
São Cristóvão,Estações da Linha 2,Out,386240,2012,2012-10-01
São Cristóvão,Estações da Linha 2,Nov,345590,2012,2012-11-01
São Cristóvão,Estações da Linha 2,Dez,322370,2012,2012-12-01
Maracanã,Estações da Linha 2,Jan,77540,2012,2012-01-01
Maracanã,Estações da Linha 2,Fev,72560,2012,2012-02-01
Maracanã,Estações da Linha 2,Mar,147190,2012,2012-03-01
Maracanã,Estações da Linha 2,Abr,143670,2012,2012-04-01
Maracanã,Estações da Linha 2,Mai,154170,2012,2012-05-01
Maracanã,Estações da Linha 2,Jun,112680,2012,2012-06-01
Maracanã,Estações da Linha 2,Jul,101370,2012,2012-07-01
Maracanã,Estações da Linha 2,Ago,109040,2012,2012-08-01
Maracanã,Estações da Linha 2,Set,107250,2012,2012-09-01
Maracanã,Estações da Linha 2,Out,125020,2012,2012-10-01
Maracanã,Estações da Linha 2,Nov,129830,2012,2012-11-01
Maracanã,Estações da Linha 2,Dez,121310,2012,2012-12-01
Triagem,Estações da Linha 2,Jan,115400,2012,2012-01-01
Triagem,Estações da Linha 2,Fev,119510,2012,2012-02-01
Triagem,Estações da Linha 2,Mar,134180,2012,2012-03-01
Triagem,Estações da Linha 2,Abr,127150,2012,2012-04-01
Triagem,Estações da Linha 2,Mai,137460,2012,2012-05-01
Triagem,Estações da Linha 2,Jun,128570,2012,2012-06-01
Triagem,Estações da Linha 2,Jul,133030,2012,2012-07-01
Triagem,Estações da Linha 2,Ago,152940,2012,2012-08-01
Triagem,Estações da Linha 2,Set,141320,2012,2012-09-01
Triagem,Estações da Linha 2,Out,148690,2012,2012-10-01
Triagem,Estações da Linha 2,Nov,127610,2012,2012-11-01
Triagem,Estações da Linha 2,Dez,123910,2012,2012-12-01
Maria da Graça,Estações da Linha 2,Jan,162960,2012,2012-01-01
Maria da Graça,Estações da Linha 2,Fev,185440,2012,2012-02-01
Maria da Graça,Estações da Linha 2,Mar,193690,2012,2012-03-01
Maria da Graça,Estações da Linha 2,Abr,171400,2012,2012-04-01
Maria da Graça,Estações da Linha 2,Mai,196090,2012,2012-05-01
Maria da Graça,Estações da Linha 2,Jun,172910,2012,2012-06-01
Maria da Graça,Estações da Linha 2,Jul,180590,2012,2012-07-01
Maria da Graça,Estações da Linha 2,Ago,198440,2012,2012-08-01
Maria da Graça,Estações da Linha 2,Set,178530,2012,2012-09-01
Maria da Graça,Estações da Linha 2,Out,192330,2012,2012-10-01
Maria da Graça,Estações da Linha 2,Nov,173870,2012,2012-11-01
Maria da Graça,Estações da Linha 2,Dez,186280,2012,2012-12-01
Del Castilho,Estações da Linha 2,Jan,394990,2012,2012-01-01
Del Castilho,Estações da Linha 2,Fev,392620,2012,2012-02-01
Del Castilho,Estações da Linha 2,Mar,466880,2012,2012-03-01
Del Castilho,Estações da Linha 2,Abr,410900,2012,2012-04-01
Del Castilho,Estações da Linha 2,Mai,464040,2012,2012-05-01
Del Castilho,Estações da Linha 2,Jun,435970,2012,2012-06-01
Del Castilho,Estações da Linha 2,Jul,436440,2012,2012-07-01
Del Castilho,Estações da Linha 2,Ago,470670,2012,2012-08-01
Del Castilho,Estações da Linha 2,Set,425590,2012,2012-09-01
Del Castilho,Estações da Linha 2,Out,470270,2012,2012-10-01
Del Castilho,Estações da Linha 2,Nov,444090,2012,2012-11-01
Del Castilho,Estações da Linha 2,Dez,494680,2012,2012-12-01
Inhaúma,Estações da Linha 2,Jan,124470,2012,2012-01-01
Inhaúma,Estações da Linha 2,Fev,134260,2012,2012-02-01
Inhaúma,Estações da Linha 2,Mar,136170,2012,2012-03-01
Inhaúma,Estações da Linha 2,Abr,122470,2012,2012-04-01
Inhaúma,Estações da Linha 2,Mai,146820,2012,2012-05-01
Inhaúma,Estações da Linha 2,Jun,133590,2012,2012-06-01
Inhaúma,Estações da Linha 2,Jul,131350,2012,2012-07-01
Inhaúma,Estações da Linha 2,Ago,156460,2012,2012-08-01
Inhaúma,Estações da Linha 2,Set,146030,2012,2012-09-01
Inhaúma,Estações da Linha 2,Out,151050,2012,2012-10-01
Inhaúma,Estações da Linha 2,Nov,130140,2012,2012-11-01
Inhaúma,Estações da Linha 2,Dez,139140,2012,2012-12-01
Engenho da Rainha,Estações da Linha 2,Jan,123340,2012,2012-01-01
Engenho da Rainha,Estações da Linha 2,Fev,129820,2012,2012-02-01
Engenho da Rainha,Estações da Linha 2,Mar,137460,2012,2012-03-01
Engenho da Rainha,Estações da Linha 2,Abr,121550,2012,2012-04-01
Engenho da Rainha,Estações da Linha 2,Mai,136490,2012,2012-05-01
Engenho da Rainha,Estações da Linha 2,Jun,128370,2012,2012-06-01
Engenho da Rainha,Estações da Linha 2,Jul,138510,2012,2012-07-01
Engenho da Rainha,Estações da Linha 2,Ago,148040,2012,2012-08-01
Engenho da Rainha,Estações da Linha 2,Set,130180,2012,2012-09-01
Engenho da Rainha,Estações da Linha 2,Out,139580,2012,2012-10-01
Engenho da Rainha,Estações da Linha 2,Nov,126270,2012,2012-11-01
Engenho da Rainha,Estações da Linha 2,Dez,134970,2012,2012-12-01
Tomás Coelho,Estações da Linha 2,Jan,56810,2012,2012-01-01
Tomás Coelho,Estações da Linha 2,Fev,57400,2012,2012-02-01
Tomás Coelho,Estações da Linha 2,Mar,67160,2012,2012-03-01
Tomás Coelho,Estações da Linha 2,Abr,58800,2012,2012-04-01
Tomás Coelho,Estações da Linha 2,Mai,64270,2012,2012-05-01
Tomás Coelho,Estações da Linha 2,Jun,59210,2012,2012-06-01
Tomás Coelho,Estações da Linha 2,Jul,62170,2012,2012-07-01
Tomás Coelho,Estações da Linha 2,Ago,66260,2012,2012-08-01
Tomás Coelho,Estações da Linha 2,Set,62350,2012,2012-09-01
Tomás Coelho,Estações da Linha 2,Out,68140,2012,2012-10-01
Tomás Coelho,Estações da Linha 2,Nov,59310,2012,2012-11-01
Tomás Coelho,Estações da Linha 2,Dez,64210,2012,2012-12-01
Vicente de Carvalho,Estações da Linha 2,Jan,320060,2012,2012-01-01
Vicente de Carvalho,Estações da Linha 2,Fev,335280,2012,2012-02-01
Vicente de Carvalho,Estações da Linha 2,Mar,364730,2012,2012-03-01
Vicente de Carvalho,Estações da Linha 2,Abr,322030,2012,2012-04-01
Vicente de Carvalho,Estações da Linha 2,Mai,360180,2012,2012-05-01
Vicente de Carvalho,Estações da Linha 2,Jun,340710,2012,2012-06-01
Vicente de Carvalho,Estações da Linha 2,Jul,340290,2012,2012-07-01
Vicente de Carvalho,Estações da Linha 2,Ago,416020,2012,2012-08-01
Vicente de Carvalho,Estações da Linha 2,Set,373050,2012,2012-09-01
Vicente de Carvalho,Estações da Linha 2,Out,385910,2012,2012-10-01
Vicente de Carvalho,Estações da Linha 2,Nov,337850,2012,2012-11-01
Vicente de Carvalho,Estações da Linha 2,Dez,344560,2012,2012-12-01
Irajá,Estações da Linha 2,Jan,257340,2012,2012-01-01
Irajá,Estações da Linha 2,Fev,264220,2012,2012-02-01
Irajá,Estações da Linha 2,Mar,286980,2012,2012-03-01
Irajá,Estações da Linha 2,Abr,262150,2012,2012-04-01
Irajá,Estações da Linha 2,Mai,292080,2012,2012-05-01
Irajá,Estações da Linha 2,Jun,274790,2012,2012-06-01
Irajá,Estações da Linha 2,Jul,289780,2012,2012-07-01
Irajá,Estações da Linha 2,Ago,302490,2012,2012-08-01
Irajá,Estações da Linha 2,Set,278910,2012,2012-09-01
Irajá,Estações da Linha 2,Out,287260,2012,2012-10-01
Irajá,Estações da Linha 2,Nov,263450,2012,2012-11-01
Irajá,Estações da Linha 2,Dez,276710,2012,2012-12-01
Colégio,Estações da Linha 2,Jan,180490,2012,2012-01-01
Colégio,Estações da Linha 2,Fev,182770,2012,2012-02-01
Colégio,Estações da Linha 2,Mar,202270,2012,2012-03-01
Colégio,Estações da Linha 2,Abr,180580,2012,2012-04-01
Colégio,Estações da Linha 2,Mai,200040,2012,2012-05-01
Colégio,Estações da Linha 2,Jun,190360,2012,2012-06-01
Colégio,Estações da Linha 2,Jul,188380,2012,2012-07-01
Colégio,Estações da Linha 2,Ago,207530,2012,2012-08-01
Colégio,Estações da Linha 2,Set,187050,2012,2012-09-01
Colégio,Estações da Linha 2,Out,203610,2012,2012-10-01
Colégio,Estações da Linha 2,Nov,183090,2012,2012-11-01
Colégio,Estações da Linha 2,Dez,192630,2012,2012-12-01
Coelho Neto,Estações da Linha 2,Jan,281290,2012,2012-01-01
Coelho Neto,Estações da Linha 2,Fev,288860,2012,2012-02-01
Coelho Neto,Estações da Linha 2,Mar,314600,2012,2012-03-01
Coelho Neto,Estações da Linha 2,Abr,282310,2012,2012-04-01
Coelho Neto,Estações da Linha 2,Mai,324760,2012,2012-05-01
Coelho Neto,Estações da Linha 2,Jun,294580,2012,2012-06-01
Coelho Neto,Estações da Linha 2,Jul,305370,2012,2012-07-01
Coelho Neto,Estações da Linha 2,Ago,338460,2012,2012-08-01
Coelho Neto,Estações da Linha 2,Set,312330,2012,2012-09-01
Coelho Neto,Estações da Linha 2,Out,321090,2012,2012-10-01
Coelho Neto,Estações da Linha 2,Nov,297840,2012,2012-11-01
Coelho Neto,Estações da Linha 2,Dez,313220,2012,2012-12-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jan,121570,2012,2012-01-01
Acari/Fazenda Botafogo,Estações da Linha 2,Fev,126980,2012,2012-02-01
Acari/Fazenda Botafogo,Estações da Linha 2,Mar,139110,2012,2012-03-01
Acari/Fazenda Botafogo,Estações da Linha 2,Abr,127810,2012,2012-04-01
Acari/Fazenda Botafogo,Estações da Linha 2,Mai,146710,2012,2012-05-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jun,124930,2012,2012-06-01
Acari/Fazenda Botafogo,Estações da Linha 2,Jul,132770,2012,2012-07-01
Acari/Fazenda Botafogo,Estações da Linha 2,Ago,142710,2012,2012-08-01
Acari/Fazenda Botafogo,Estações da Linha 2,Set,124780,2012,2012-09-01
Acari/Fazenda Botafogo,Estações da Linha 2,Out,133630,2012,2012-10-01
Acari/Fazenda Botafogo,Estações da Linha 2,Nov,122250,2012,2012-11-01
Acari/Fazenda Botafogo,Estações da Linha 2,Dez,128600,2012,2012-12-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jan,159490,2012,2012-01-01
Engenheiro Rubens Paiva,Estações da Linha 2,Fev,164880,2012,2012-02-01
Engenheiro Rubens Paiva,Estações da Linha 2,Mar,186860,2012,2012-03-01
Engenheiro Rubens Paiva,Estações da Linha 2,Abr,162440,2012,2012-04-01
Engenheiro Rubens Paiva,Estações da Linha 2,Mai,200180,2012,2012-05-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jun,173440,2012,2012-06-01
Engenheiro Rubens Paiva,Estações da Linha 2,Jul,192580,2012,2012-07-01
Engenheiro Rubens Paiva,Estações da Linha 2,Ago,217980,2012,2012-08-01
Engenheiro Rubens Paiva,Estações da Linha 2,Set,183920,2012,2012-09-01
Engenheiro Rubens Paiva,Estações da Linha 2,Out,199270,2012,2012-10-01
Engenheiro Rubens Paiva,Estações da Linha 2,Nov,177450,2012,2012-11-01
Engenheiro Rubens Paiva,Estações da Linha 2,Dez,184360,2012,2012-12-01
Pavuna,Estações da Linha 2,Jan,1064460,2012,2012-01-01
Pavuna,Estações da Linha 2,Fev,1041370,2012,2012-02-01
Pavuna,Estações da Linha 2,Mar,1159740,2012,2012-03-01
Pavuna,Estações da Linha 2,Abr,1004460,2012,2012-04-01
Pavuna,Estações da Linha 2,Mai,1135420,2012,2012-05-01
Pavuna,Estações da Linha 2,Jun,1074080,2012,2012-06-01
Pavuna,Estações da Linha 2,Jul,1128990,2012,2012-07-01
Pavuna,Estações da Linha 2,Ago,1175530,2012,2012-08-01
Pavuna,Estações da Linha 2,Set,1068040,2012,2012-09-01
Pavuna,Estações da Linha 2,Out,1147020,2012,2012-10-01
Pavuna,Estações da Linha 2,Nov,1038550,2012,2012-11-01
Pavuna,Estações da Linha 2,Dez,1071810,2012,2012-12-01
Saens Peña,Estações da Linha 1,Jan,970330,2013,2013-01-01
Saens Peña,Estações da Linha 1,Fev,967770,2013,2013-02-01
Saens Peña,Estações da Linha 1,Mar,1015640,2013,2013-03-01
Saens Peña,Estações da Linha 1,Abr,1050380,2013,2013-04-01
Saens Peña,Estações da Linha 1,Mai,1055060,2013,2013-05-01
Saens Peña,Estações da Linha 1,Jun,1040330,2013,2013-06-01
Saens Peña,Estações da Linha 1,Jul,1063940,2013,2013-07-01
Saens Peña,Estações da Linha 1,Ago,1117440,2013,2013-08-01
Saens Peña,Estações da Linha 1,Set,1053650,2013,2013-09-01
Saens Peña,Estações da Linha 1,Out,1143160,2013,2013-10-01
Saens Peña,Estações da Linha 1,Nov,1058940,2013,2013-11-01
Saens Peña,Estações da Linha 1,Dez,1101240,2013,2013-12-01
São Francisco Xavier,Estações da Linha 1,Jan,240260,2013,2013-01-01
São Francisco Xavier,Estações da Linha 1,Fev,250720,2013,2013-02-01
São Francisco Xavier,Estações da Linha 1,Mar,251430,2013,2013-03-01
São Francisco Xavier,Estações da Linha 1,Abr,254010,2013,2013-04-01
São Francisco Xavier,Estações da Linha 1,Mai,254060,2013,2013-05-01
São Francisco Xavier,Estações da Linha 1,Jun,260220,2013,2013-06-01
São Francisco Xavier,Estações da Linha 1,Jul,254410,2013,2013-07-01
São Francisco Xavier,Estações da Linha 1,Ago,271350,2013,2013-08-01
São Francisco Xavier,Estações da Linha 1,Set,255730,2013,2013-09-01
São Francisco Xavier,Estações da Linha 1,Out,276360,2013,2013-10-01
São Francisco Xavier,Estações da Linha 1,Nov,253140,2013,2013-11-01
São Francisco Xavier,Estações da Linha 1,Dez,242080,2013,2013-12-01
Afonso Pena,Estações da Linha 1,Jan,238640,2013,2013-01-01
Afonso Pena,Estações da Linha 1,Fev,248720,2013,2013-02-01
Afonso Pena,Estações da Linha 1,Mar,264110,2013,2013-03-01
Afonso Pena,Estações da Linha 1,Abr,276290,2013,2013-04-01
Afonso Pena,Estações da Linha 1,Mai,272380,2013,2013-05-01
Afonso Pena,Estações da Linha 1,Jun,267580,2013,2013-06-01
Afonso Pena,Estações da Linha 1,Jul,272920,2013,2013-07-01
Afonso Pena,Estações da Linha 1,Ago,283850,2013,2013-08-01
Afonso Pena,Estações da Linha 1,Set,271560,2013,2013-09-01
Afonso Pena,Estações da Linha 1,Out,296150,2013,2013-10-01
Afonso Pena,Estações da Linha 1,Nov,270330,2013,2013-11-01
Afonso Pena,Estações da Linha 1,Dez,256310,2013,2013-12-01
Estácio,Estações da Linha 1,Jan,185830,2013,2013-01-01
Estácio,Estações da Linha 1,Fev,180400,2013,2013-02-01
Estácio,Estações da Linha 1,Mar,203580,2013,2013-03-01
Estácio,Estações da Linha 1,Abr,215030,2013,2013-04-01
Estácio,Estações da Linha 1,Mai,208960,2013,2013-05-01
Estácio,Estações da Linha 1,Jun,212750,2013,2013-06-01
Estácio,Estações da Linha 1,Jul,217680,2013,2013-07-01
Estácio,Estações da Linha 1,Ago,228540,2013,2013-08-01
Estácio,Estações da Linha 1,Set,214070,2013,2013-09-01
Estácio,Estações da Linha 1,Out,234210,2013,2013-10-01
Estácio,Estações da Linha 1,Nov,220140,2013,2013-11-01
Estácio,Estações da Linha 1,Dez,214200,2013,2013-12-01
Praça Onze,Estações da Linha 1,Jan,145500,2013,2013-01-01
Praça Onze,Estações da Linha 1,Fev,193600,2013,2013-02-01
Praça Onze,Estações da Linha 1,Mar,156290,2013,2013-03-01
Praça Onze,Estações da Linha 1,Abr,156950,2013,2013-04-01
Praça Onze,Estações da Linha 1,Mai,159030,2013,2013-05-01
Praça Onze,Estações da Linha 1,Jun,154150,2013,2013-06-01
Praça Onze,Estações da Linha 1,Jul,181380,2013,2013-07-01
Praça Onze,Estações da Linha 1,Ago,177230,2013,2013-08-01
Praça Onze,Estações da Linha 1,Set,166100,2013,2013-09-01
Praça Onze,Estações da Linha 1,Out,191340,2013,2013-10-01
Praça Onze,Estações da Linha 1,Nov,175500,2013,2013-11-01
Praça Onze,Estações da Linha 1,Dez,154800,2013,2013-12-01
Central,Estações da Linha 1,Jan,1357840,2013,2013-01-01
Central,Estações da Linha 1,Fev,1325610,2013,2013-02-01
Central,Estações da Linha 1,Mar,1396160,2013,2013-03-01
Central,Estações da Linha 1,Abr,1388270,2013,2013-04-01
Central,Estações da Linha 1,Mai,1421170,2013,2013-05-01
Central,Estações da Linha 1,Jun,1401070,2013,2013-06-01
Central,Estações da Linha 1,Jul,1601070,2013,2013-07-01
Central,Estações da Linha 1,Ago,1485940,2013,2013-08-01
Central,Estações da Linha 1,Set,1414210,2013,2013-09-01
Central,Estações da Linha 1,Out,1544100,2013,2013-10-01
Central,Estações da Linha 1,Nov,1446620,2013,2013-11-01
Central,Estações da Linha 1,Dez,1405040,2013,2013-12-01
Presidente Vargas,Estações da Linha 1,Jan,184200,2013,2013-01-01
Presidente Vargas,Estações da Linha 1,Fev,156660,2013,2013-02-01
Presidente Vargas,Estações da Linha 1,Mar,181830,2013,2013-03-01
Presidente Vargas,Estações da Linha 1,Abr,193480,2013,2013-04-01
Presidente Vargas,Estações da Linha 1,Mai,192960,2013,2013-05-01
Presidente Vargas,Estações da Linha 1,Jun,196230,2013,2013-06-01
Presidente Vargas,Estações da Linha 1,Jul,186160,2013,2013-07-01
Presidente Vargas,Estações da Linha 1,Ago,211250,2013,2013-08-01
Presidente Vargas,Estações da Linha 1,Set,200440,2013,2013-09-01
Presidente Vargas,Estações da Linha 1,Out,221890,2013,2013-10-01
Presidente Vargas,Estações da Linha 1,Nov,197750,2013,2013-11-01
Presidente Vargas,Estações da Linha 1,Dez,190560,2013,2013-12-01
Uruguaiana,Estações da Linha 1,Jan,979490,2013,2013-01-01
Uruguaiana,Estações da Linha 1,Fev,880800,2013,2013-02-01
Uruguaiana,Estações da Linha 1,Mar,970020,2013,2013-03-01
Uruguaiana,Estações da Linha 1,Abr,989870,2013,2013-04-01
Uruguaiana,Estações da Linha 1,Mai,995730,2013,2013-05-01
Uruguaiana,Estações da Linha 1,Jun,1003740,2013,2013-06-01
Uruguaiana,Estações da Linha 1,Jul,1030280,2013,2013-07-01
Uruguaiana,Estações da Linha 1,Ago,1080780,2013,2013-08-01
Uruguaiana,Estações da Linha 1,Set,1024330,2013,2013-09-01
Uruguaiana,Estações da Linha 1,Out,1141170,2013,2013-10-01
Uruguaiana,Estações da Linha 1,Nov,1031250,2013,2013-11-01
Uruguaiana,Estações da Linha 1,Dez,1026010,2013,2013-12-01
Carioca,Estações da Linha 1,Jan,1267190,2013,2013-01-01
Carioca,Estações da Linha 1,Fev,1170690,2013,2013-02-01
Carioca,Estações da Linha 1,Mar,1252550,2013,2013-03-01
Carioca,Estações da Linha 1,Abr,1280340,2013,2013-04-01
Carioca,Estações da Linha 1,Mai,1290470,2013,2013-05-01
Carioca,Estações da Linha 1,Jun,1325220,2013,2013-06-01
Carioca,Estações da Linha 1,Jul,1424120,2013,2013-07-01
Carioca,Estações da Linha 1,Ago,1409250,2013,2013-08-01
Carioca,Estações da Linha 1,Set,1318900,2013,2013-09-01
Carioca,Estações da Linha 1,Out,1454300,2013,2013-10-01
Carioca,Estações da Linha 1,Nov,1278660,2013,2013-11-01
Carioca,Estações da Linha 1,Dez,1188420,2013,2013-12-01
Cinelândia,Estações da Linha 1,Jan,793910,2013,2013-01-01
Cinelândia,Estações da Linha 1,Fev,774080,2013,2013-02-01
Cinelândia,Estações da Linha 1,Mar,805580,2013,2013-03-01
Cinelândia,Estações da Linha 1,Abr,814480,2013,2013-04-01
Cinelândia,Estações da Linha 1,Mai,821640,2013,2013-05-01
Cinelândia,Estações da Linha 1,Jun,824970,2013,2013-06-01
Cinelândia,Estações da Linha 1,Jul,828590,2013,2013-07-01
Cinelândia,Estações da Linha 1,Ago,896030,2013,2013-08-01
Cinelândia,Estações da Linha 1,Set,858210,2013,2013-09-01
Cinelândia,Estações da Linha 1,Out,879230,2013,2013-10-01
Cinelândia,Estações da Linha 1,Nov,791460,2013,2013-11-01
Cinelândia,Estações da Linha 1,Dez,706380,2013,2013-12-01
Glória,Estações da Linha 1,Jan,265520,2013,2013-01-01
Glória,Estações da Linha 1,Fev,292370,2013,2013-02-01
Glória,Estações da Linha 1,Mar,266470,2013,2013-03-01
Glória,Estações da Linha 1,Abr,259560,2013,2013-04-01
Glória,Estações da Linha 1,Mai,259970,2013,2013-05-01
Glória,Estações da Linha 1,Jun,262720,2013,2013-06-01
Glória,Estações da Linha 1,Jul,307760,2013,2013-07-01
Glória,Estações da Linha 1,Ago,281450,2013,2013-08-01
Glória,Estações da Linha 1,Set,265210,2013,2013-09-01
Glória,Estações da Linha 1,Out,290740,2013,2013-10-01
Glória,Estações da Linha 1,Nov,269070,2013,2013-11-01
Glória,Estações da Linha 1,Dez,268780,2013,2013-12-01
Catete,Estações da Linha 1,Jan,260450,2013,2013-01-01
Catete,Estações da Linha 1,Fev,226920,2013,2013-02-01
Catete,Estações da Linha 1,Mar,266530,2013,2013-03-01
Catete,Estações da Linha 1,Abr,265610,2013,2013-04-01
Catete,Estações da Linha 1,Mai,266490,2013,2013-05-01
Catete,Estações da Linha 1,Jun,265010,2013,2013-06-01
Catete,Estações da Linha 1,Jul,260460,2013,2013-07-01
Catete,Estações da Linha 1,Ago,288640,2013,2013-08-01
Catete,Estações da Linha 1,Set,277730,2013,2013-09-01
Catete,Estações da Linha 1,Out,298010,2013,2013-10-01
Catete,Estações da Linha 1,Nov,273960,2013,2013-11-01
Catete,Estações da Linha 1,Dez,265370,2013,2013-12-01
Largo do Machado,Estações da Linha 1,Jan,570610,2013,2013-01-01
Largo do Machado,Estações da Linha 1,Fev,579750,2013,2013-02-01
Largo do Machado,Estações da Linha 1,Mar,583150,2013,2013-03-01
Largo do Machado,Estações da Linha 1,Abr,578260,2013,2013-04-01
Largo do Machado,Estações da Linha 1,Mai,586330,2013,2013-05-01
Largo do Machado,Estações da Linha 1,Jun,590170,2013,2013-06-01
Largo do Machado,Estações da Linha 1,Jul,639950,2013,2013-07-01
Largo do Machado,Estações da Linha 1,Ago,638720,2013,2013-08-01
Largo do Machado,Estações da Linha 1,Set,597820,2013,2013-09-01
Largo do Machado,Estações da Linha 1,Out,651600,2013,2013-10-01
Largo do Machado,Estações da Linha 1,Nov,594470,2013,2013-11-01
Largo do Machado,Estações da Linha 1,Dez,590830,2013,2013-12-01
Flamengo,Estações da Linha 1,Jan,439680,2013,2013-01-01
Flamengo,Estações da Linha 1,Fev,420330,2013,2013-02-01
Flamengo,Estações da Linha 1,Mar,454970,2013,2013-03-01
Flamengo,Estações da Linha 1,Abr,463620,2013,2013-04-01
Flamengo,Estações da Linha 1,Mai,464970,2013,2013-05-01
Flamengo,Estações da Linha 1,Jun,459070,2013,2013-06-01
Flamengo,Estações da Linha 1,Jul,462720,2013,2013-07-01
Flamengo,Estações da Linha 1,Ago,495310,2013,2013-08-01
Flamengo,Estações da Linha 1,Set,468540,2013,2013-09-01
Flamengo,Estações da Linha 1,Out,503230,2013,2013-10-01
Flamengo,Estações da Linha 1,Nov,454070,2013,2013-11-01
Flamengo,Estações da Linha 1,Dez,430960,2013,2013-12-01
Botafogo,Estações da Linha 1,Jan,1235680,2013,2013-01-01
Botafogo,Estações da Linha 1,Fev,1147390,2013,2013-02-01
Botafogo,Estações da Linha 1,Mar,1282490,2013,2013-03-01
Botafogo,Estações da Linha 1,Abr,1299820,2013,2013-04-01
Botafogo,Estações da Linha 1,Mai,1323650,2013,2013-05-01
Botafogo,Estações da Linha 1,Jun,1337630,2013,2013-06-01
Botafogo,Estações da Linha 1,Jul,1354630,2013,2013-07-01
Botafogo,Estações da Linha 1,Ago,1405000,2013,2013-08-01
Botafogo,Estações da Linha 1,Set,1333300,2013,2013-09-01
Botafogo,Estações da Linha 1,Out,1453800,2013,2013-10-01
Botafogo,Estações da Linha 1,Nov,1302220,2013,2013-11-01
Botafogo,Estações da Linha 1,Dez,1218060,2013,2013-12-01
Cardeal Arcoverde,Estações da Linha 1,Jan,321670,2013,2013-01-01
Cardeal Arcoverde,Estações da Linha 1,Fev,356230,2013,2013-02-01
Cardeal Arcoverde,Estações da Linha 1,Mar,313350,2013,2013-03-01
Cardeal Arcoverde,Estações da Linha 1,Abr,293480,2013,2013-04-01
Cardeal Arcoverde,Estações da Linha 1,Mai,302940,2013,2013-05-01
Cardeal Arcoverde,Estações da Linha 1,Jun,298300,2013,2013-06-01
Cardeal Arcoverde,Estações da Linha 1,Jul,618320,2013,2013-07-01
Cardeal Arcoverde,Estações da Linha 1,Ago,342050,2013,2013-08-01
Cardeal Arcoverde,Estações da Linha 1,Set,350520,2013,2013-09-01
Cardeal Arcoverde,Estações da Linha 1,Out,362290,2013,2013-10-01
Cardeal Arcoverde,Estações da Linha 1,Nov,361060,2013,2013-11-01
Cardeal Arcoverde,Estações da Linha 1,Dez,369250,2013,2013-12-01
Siqueira Campos,Estações da Linha 1,Jan,609290,2013,2013-01-01
Siqueira Campos,Estações da Linha 1,Fev,679010,2013,2013-02-01
Siqueira Campos,Estações da Linha 1,Mar,962270,2013,2013-03-01
Siqueira Campos,Estações da Linha 1,Abr,928920,2013,2013-04-01
Siqueira Campos,Estações da Linha 1,Mai,941590,2013,2013-05-01
Siqueira Campos,Estações da Linha 1,Jun,943920,2013,2013-06-01
Siqueira Campos,Estações da Linha 1,Jul,1250000,2013,2013-07-01
Siqueira Campos,Estações da Linha 1,Ago,1025760,2013,2013-08-01
Siqueira Campos,Estações da Linha 1,Set,988970,2013,2013-09-01
Siqueira Campos,Estações da Linha 1,Out,1049450,2013,2013-10-01
Siqueira Campos,Estações da Linha 1,Nov,985700,2013,2013-11-01
Siqueira Campos,Estações da Linha 1,Dez,780870,2013,2013-12-01
Cantagalo,Estações da Linha 1,Jan,337240,2013,2013-01-01
Cantagalo,Estações da Linha 1,Fev,282910,2013,2013-02-01
Cantagalo,Estações da Linha 1,Mar,194950,2013,2013-03-01
Cantagalo,Estações da Linha 1,Abr,277670,2013,2013-04-01
